epoch,rel_time,can_id,dlc,data_hex,type,counter,temp,state,crc_ok,gap
1782982963.528055,17.780725,0x100,2,a4 4a,HEARTBEAT,,,,,
1782982963.623759,17.876429,0x123,8,4a 1e 05 01 00 00 00 ca,SENSOR,74,30.05,WARNING,True,0
1782982963.723944,17.976614,0x123,8,4b 1e 05 01 00 00 00 15,SENSOR,75,30.05,WARNING,True,0
1782982963.727453,17.980123,0x100,2,a5 4c,HEARTBEAT,,,,,
1782982963.823731,18.076401,0x123,8,4c 1e 05 01 00 00 00 06,SENSOR,76,30.05,WARNING,True,0
1782982963.923663,18.176334,0x123,8,4d 1e 05 01 00 00 00 d9,SENSOR,77,30.05,WARNING,True,0
1782982963.927501,18.180171,0x100,2,a6 4e,HEARTBEAT,,,,,
1782982964.023149,18.275820,0x123,8,4e 1e 05 01 00 00 00 bf,SENSOR,78,30.05,WARNING,True,0
1782982964.123470,18.376140,0x123,8,4f 1e 05 01 00 00 00 60,SENSOR,79,30.05,WARNING,True,0
1782982964.126685,18.379356,0x100,2,a7 50,HEARTBEAT,,,,,
1782982964.223023,18.475694,0x123,8,50 1e 05 01 00 00 00 4a,SENSOR,80,30.05,WARNING,True,0
1782982964.322969,18.575639,0x123,8,51 1e 05 01 00 00 00 95,SENSOR,81,30.05,WARNING,True,0
1782982964.326946,18.579617,0x100,2,a8 52,HEARTBEAT,,,,,
1782982964.422647,18.675317,0x123,8,52 1e 05 01 00 00 00 f3,SENSOR,82,30.05,WARNING,True,0
1782982964.522671,18.775342,0x123,8,53 1e 05 01 00 00 00 2c,SENSOR,83,30.05,WARNING,True,0
1782982964.526430,18.779101,0x100,2,a9 54,HEARTBEAT,,,,,
1782982964.622247,18.874918,0x123,8,54 1e 05 01 00 00 00 3f,SENSOR,84,30.05,WARNING,True,0
1782982964.721895,18.974566,0x123,8,55 1e 05 01 00 00 00 e0,SENSOR,85,30.05,WARNING,True,0
1782982964.725635,18.978305,0x100,2,aa 56,HEARTBEAT,,,,,
1782982964.821973,19.074644,0x123,8,56 1e 05 01 00 00 00 86,SENSOR,86,30.05,WARNING,True,0
1782982964.921807,19.174477,0x123,8,57 1e 05 01 00 00 00 59,SENSOR,87,30.05,WARNING,True,0
1782982964.925948,19.178619,0x100,2,ab 58,HEARTBEAT,,,,,
1782982965.022105,19.274775,0x123,8,58 1e 05 01 00 00 00 a0,SENSOR,88,30.05,WARNING,True,0
1782982965.121644,19.374315,0x123,8,59 1e 06 01 00 00 00 d9,SENSOR,89,30.06,WARNING,True,0
1782982965.125479,19.378149,0x100,2,ac 5a,HEARTBEAT,,,,,
1782982965.221593,19.474264,0x123,8,5a 1e 06 01 00 00 00 bf,SENSOR,90,30.06,WARNING,True,0
1782982965.321511,19.574181,0x123,8,5b 1e 06 01 00 00 00 60,SENSOR,91,30.06,WARNING,True,0
1782982965.325266,19.577937,0x100,2,ad 5c,HEARTBEAT,,,,,
1782982965.421390,19.674060,0x123,8,5c 1e 06 01 00 00 00 73,SENSOR,92,30.06,WARNING,True,0
1782982965.521120,19.773790,0x123,8,5d 1e 06 01 00 00 00 ac,SENSOR,93,30.06,WARNING,True,0
1782982965.524959,19.777629,0x100,2,ae 5e,HEARTBEAT,,,,,
1782982965.621540,19.874211,0x123,8,5e 1e 06 01 00 00 00 ca,SENSOR,94,30.06,WARNING,True,0
1782982965.720965,19.973636,0x123,8,5f 1e 06 01 00 00 00 15,SENSOR,95,30.06,WARNING,True,0
1782982965.724658,19.977329,0x100,2,af 60,HEARTBEAT,,,,,
1782982965.821130,20.073800,0x123,8,60 1e 06 01 00 00 00 9e,SENSOR,96,30.06,WARNING,True,0
1782982965.920642,20.173313,0x123,8,61 1e 06 01 00 00 00 41,SENSOR,97,30.06,WARNING,True,0
1782982965.924724,20.177394,0x100,2,b0 62,HEARTBEAT,,,,,
1782982966.020533,20.273204,0x123,8,62 1e 06 01 00 00 00 27,SENSOR,98,30.06,WARNING,True,0
1782982966.120404,20.373075,0x123,8,63 1e 06 01 00 00 00 f8,SENSOR,99,30.06,WARNING,True,0
1782982966.124618,20.377288,0x100,2,b1 64,HEARTBEAT,,,,,
1782982966.220133,20.472804,0x123,8,64 1e 05 01 00 00 00 4d,SENSOR,100,30.05,WARNING,True,0
1782982966.319961,20.572631,0x123,8,65 1e 05 01 00 00 00 92,SENSOR,101,30.05,WARNING,True,0
1782982966.323872,20.576543,0x100,2,b2 66,HEARTBEAT,,,,,
1782982966.419946,20.672617,0x123,8,66 1e 05 01 00 00 00 f4,SENSOR,102,30.05,WARNING,True,0
